-0.021477657599219924,8502.895221147286
240000.00000000000000000,3650.00000000000000000
139800.00000000000000000,3800.00000000000000000
150500.00000000000000000,4400.00000000000000000
185530.00000000000000000,4450.00000000000000000
176000.00000000000000000,5250.00000000000000000
114800.00000000000000000,5350.00000000000000000
166800.00000000000000000,5800.00000000000000000
89000.00000000000000000,5990.00000000000000000
144500.00000000000000000,5999.00000000000000000
84000.00000000000000000,6200.00000000000000000
82029.00000000000000000,6390.00000000000000000
63060.00000000000000000,6390.00000000000000000
74000.00000000000000000,6600.00000000000000000
97500.00000000000000000,6800.00000000000000000
67000.00000000000000000,6800.00000000000000000
76025.00000000000000000,6900.00000000000000000
48235.00000000000000000,6900.00000000000000000
93000.00000000000000000,6990.00000000000000000
60949.00000000000000000,7490.00000000000000000
65674.00000000000000000,7555.00000000000000000
54000.00000000000000000,7990.00000000000000000
68500.00000000000000000,7990.00000000000000000
22899.00000000000000000,7990.00000000000000000
61789.00000000000000000,8290.00000000000000000
